id,uuid,device_group_id,name,unique_id,type,setting,is_active,created_at,updated_at,extra_attributes,tenant_id
381,c3ba4dca-865d-4eed-a4cd-e3ad8678129c,47,11465,11465,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""B69FB253575F"", ""layer"": ""1"", ""uniqueid"": ""11465""}",56
382,080ccd78-8408-4585-9100-504c585b3579,47,47758,47758,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""626DA1C0BF3F"", ""layer"": ""1"", ""uniqueid"": ""47758""}",56
383,4a7d9424-0c6c-4b2a-9cb5-740d4022a6f1,47,12210,12210,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""EFD3E3B25B0D"", ""layer"": ""1"", ""uniqueid"": ""12210""}",56
384,f1a94162-6fec-484c-859f-b8e31f315866,47,58434,58434,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""852A8487E911"", ""layer"": ""1"", ""uniqueid"": ""58434""}",56
385,8179dff7-9d11-4261-9520-e64093ba9928,47,59268,59268,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""E14B9B4AC32C"", ""layer"": ""1"", ""uniqueid"": ""59268""}",56
386,9d3e3e02-ec31-40e0-a484-9f4b0a14c6d0,47,25807,25807,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""11B67379D4AE"", ""layer"": ""1"", ""uniqueid"": ""25807""}",56
387,9cc8b13f-cc61-4a5b-9e3e-176d2d773050,47,15533,15533,sda tag,[],1,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""F49DC60172C9"", ""layer"": ""1"", ""uniqueid"": ""15533""}",56
388,76eb028b-d18e-4318-87ff-77e0f9efbe42,47,18139,18139,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""3F1D0C20A31A"", ""layer"": ""1"", ""uniqueid"": ""18139""}",56
389,bd40cc9f-53f3-464d-8454-9a88ddac25e2,47,43913,43913,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""07410EB07A5B"", ""layer"": ""1"", ""uniqueid"": ""43913""}",56
390,3d3d1130-520f-461f-a9fc-b07c34b3d15d,47,39315,39315,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""23C0A485CD92"", ""layer"": ""1"", ""uniqueid"": ""39315""}",56
391,04bc6d6a-6b33-4db6-b5da-63495baf0298,47,63105,63105,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""4204577BE414"", ""layer"": ""1"", ""uniqueid"": ""63105""}",56
392,f140e74d-e0e1-4d07-9dea-431c2acb39ff,47,29958,29958,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""D995B69604C0"", ""layer"": ""1"", ""uniqueid"": ""29958""}",56
393,55464d66-12a3-416d-9120-6b4827a3ac00,47,16837,16837,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""D76B4122711E"", ""layer"": ""1"", ""uniqueid"": ""16837""}",56
394,38963448-0d34-4c85-9683-5c22783e29e3,47,62974,62974,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""56D337C0C6AB"", ""layer"": ""1"", ""uniqueid"": ""62974""}",56
395,fd133d0d-65f8-4171-b6aa-1d2614fa10c8,47,56760,56760,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""3733352057C1"", ""layer"": ""1"", ""uniqueid"": ""56760""}",56
396,2b36f422-0890-4727-b6bf-88e5fb0846df,47,62965,62965,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""F7D589FB3995"", ""layer"": ""1"", ""uniqueid"": ""62965""}",56
397,04c97ba5-f8d8-4926-a867-7fc99eb3860a,47,34435,34435,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""44B039240974"", ""layer"": ""1"", ""uniqueid"": ""34435""}",56
398,29810622-4b20-4082-ac8f-ba7465275235,47,12222,12222,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""1"", ""mac"": ""6FA3592F6AE0"", ""layer"": ""1"", ""uniqueid"": ""12222""}",56
399,7f500800-f049-462d-b136-211a2a706a59,47,15722,15722,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""A45D1C74934F"", ""layer"": ""2"", ""uniqueid"": ""15722""}",56
400,e16bf20e-64c3-44dd-93a3-c41970be26a7,47,61283,61283,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""0F049EEBBFCA"", ""layer"": ""2"", ""uniqueid"": ""61283""}",56
401,dac71777-00c1-4a75-baee-5bd3f4f894fd,47,56432,56432,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""181707300338"", ""layer"": ""2"", ""uniqueid"": ""56432""}",56
402,82b03221-17da-4737-9060-6f3f41112560,47,22735,22735,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""FFE667886E4F"", ""layer"": ""2"", ""uniqueid"": ""22735""}",56
403,3615dc3f-bf10-452e-bcc0-1784c0712a30,47,55648,55648,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""B6107F112F02"", ""layer"": ""2"", ""uniqueid"": ""55648""}",56
404,9e25ac08-e0d9-46d9-9d54-eebf5db99c7f,47,34475,34475,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""56BE5418F014"", ""layer"": ""2"", ""uniqueid"": ""34475""}",56
405,454d09a4-249c-41bb-8ce4-89bbdc64a75c,47,31404,31404,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""8DD3E55CC89F"", ""layer"": ""2"", ""uniqueid"": ""31404""}",56
406,4f1662e0-9a94-4937-b6f8-f3d6ffe0eb75,47,31778,31778,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""0C4C8D66C061"", ""layer"": ""2"", ""uniqueid"": ""31778""}",56
407,bc8d2004-7194-40d9-97ce-df6d7ff1261d,47,26014,26014,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""C26B501B87A1"", ""layer"": ""2"", ""uniqueid"": ""26014""}",56
408,5427298f-6365-4550-be3e-36e412f69549,47,54869,54869,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""6A75E69F7156"", ""layer"": ""2"", ""uniqueid"": ""54869""}",56
409,07d1211a-2b45-4818-bca0-454dc5d67c36,47,57136,57136,sda tag,[],0,2021-03-25 17:18:29,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""5772A3CF467B"", ""layer"": ""2"", ""uniqueid"": ""57136""}",56
410,6f70c584-9eac-4b33-9c75-e0ec9b6dd8d9,47,36318,36318,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""87D2367FB540"", ""layer"": ""2"", ""uniqueid"": ""36318""}",56
411,cce3148e-c0f4-480d-ab33-e0194dd9e92a,47,23421,23421,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""61778762D286"", ""layer"": ""2"", ""uniqueid"": ""23421""}",56
412,3047ada7-e121-4e7f-a74c-57aa9265f868,47,17030,17030,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""614DA21B72A2"", ""layer"": ""2"", ""uniqueid"": ""17030""}",56
413,f3872410-33a6-4ebb-99c6-db7eb1fde1fd,47,17191,17191,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""DCF1DAC26FD5"", ""layer"": ""2"", ""uniqueid"": ""17191""}",56
414,4c3fb48e-eadd-4bbe-b364-d1c2f586a727,47,58813,58813,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""5DA78F2C7F0E"", ""layer"": ""2"", ""uniqueid"": ""58813""}",56
415,bf29486d-29d7-4f8b-8bde-f76af2892288,47,23492,23492,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""2F472F66EE12"", ""layer"": ""2"", ""uniqueid"": ""23492""}",56
416,aa679173-6b45-4a01-8a68-64f76e237999,47,12734,12734,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""26517615AD10"", ""layer"": ""2"", ""uniqueid"": ""12734""}",56
417,c8f566ad-346f-4677-b242-bf62a3cac1ef,47,9897,9897,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""23DBE76036A4"", ""layer"": ""2"", ""uniqueid"": ""9897""}",56
418,bbecbe4e-e648-45df-b6e0-a7de7363494a,47,56477,56477,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""29512BD0F80B"", ""layer"": ""2"", ""uniqueid"": ""56477""}",56
419,4f921418-1bc5-4dd3-9980-11fedd1ac40e,47,58714,58714,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""7141EBF02CE8"", ""layer"": ""2"", ""uniqueid"": ""58714""}",56
420,87d47345-5442-4bce-a9bf-67d19673a2a7,47,10344,10344,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""C4496AD2C939"", ""layer"": ""2"", ""uniqueid"": ""10344""}",56
421,55d0ead7-6d35-48ee-a849-bd83e77fee6c,47,31047,31047,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""4B817F9E1A86"", ""layer"": ""2"", ""uniqueid"": ""31047""}",56
422,ce8071ba-9f67-49a1-a1ed-383482e3d8f3,47,37197,37197,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""C05DB398ECD4"", ""layer"": ""2"", ""uniqueid"": ""37197""}",56
423,69e59503-d707-4194-bf36-6bb104c55654,47,32865,32865,sda tag,[],1,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""15E49407B9F8"", ""layer"": ""2"", ""uniqueid"": ""32865""}",56
424,06fd62b4-cca9-4c0d-a4d2-8fe1aae804ef,47,38272,38272,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""98260CE56BFA"", ""layer"": ""1"", ""uniqueid"": ""38272""}",56
425,256318a6-caa6-4d18-b9b9-f9ae325b3f98,47,51655,51655,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""2E65838FBB22"", ""layer"": ""1"", ""uniqueid"": ""51655""}",56
426,05ea6630-6f47-4a60-a603-eea295c5349a,47,37524,37524,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""0542F927E173"", ""layer"": ""1"", ""uniqueid"": ""37524""}",56
427,adda49e6-cade-4391-96f4-219d8d6f6850,47,15138,15138,sda tag,[],1,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""3B511B148C5E"", ""layer"": ""1"", ""uniqueid"": ""15138""}",56
428,07a8e9bb-320a-4162-acde-2e75724b476e,47,18925,18925,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""7E0CCCD931DC"", ""layer"": ""1"", ""uniqueid"": ""18925""}",56
429,5b467c9a-aba8-4618-b53d-ef2143e9dbe8,47,39670,39670,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""3BBEEAC5D325"", ""layer"": ""1"", ""uniqueid"": ""39670""}",56
430,3e309054-efc0-4caf-bada-a1bd8aa02fa3,47,21626,21626,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""364530256467"", ""layer"": ""1"", ""uniqueid"": ""21626""}",56
431,8ac3b8c7-79a4-4dcd-826b-66bc3bf4a5fb,47,64781,64781,sda tag,[],1,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""7AD1E541D35A"", ""layer"": ""1"", ""uniqueid"": ""64781""}",56
432,866dd0e5-2208-4483-93bd-c4b79f85bc19,47,28254,28254,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""D92D1FFFF172"", ""layer"": ""1"", ""uniqueid"": ""28254""}",56
433,17410c11-e932-45a4-8274-998b9298f0cb,47,12157,12157,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""9425CFD31043"", ""layer"": ""1"", ""uniqueid"": ""12157""}",56
434,de862895-9752-481e-bb61-32b55723697e,47,3286,3286,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""A3BB3517A176"", ""layer"": ""1"", ""uniqueid"": ""3286""}",56
435,a43a9254-c50e-4696-a248-99a728143b47,47,4942,4942,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""E0037773E777"", ""layer"": ""1"", ""uniqueid"": ""4942""}",56
436,edc726b2-3e9f-4729-8c52-97dec7e53dd3,47,33101,33101,sda tag,[],1,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""A565C833C7E7"", ""layer"": ""1"", ""uniqueid"": ""33101""}",56
437,b32d410f-e767-4052-aec7-c1b1d4a71054,47,56268,56268,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""EA3A0282F8B0"", ""layer"": ""1"", ""uniqueid"": ""56268""}",56
438,2f9800fd-4429-46c0-aa83-a2f01eb1dbc1,47,58266,58266,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""76B8033EAD31"", ""layer"": ""1"", ""uniqueid"": ""58266""}",56
439,ab4d1205-8aab-44d2-bbc0-bfdfd0b98ebc,47,32930,32930,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""B0DFFCDECC12"", ""layer"": ""1"", ""uniqueid"": ""32930""}",56
440,10caf1bd-3bc3-419a-9c49-fcc58b032925,47,31091,31091,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""069FBE11F3F2"", ""layer"": ""1"", ""uniqueid"": ""31091""}",56
441,5e00a7d1-a639-4111-83ef-26ed93a8ad85,47,38878,38878,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""82620E347DD8"", ""layer"": ""1"", ""uniqueid"": ""38878""}",56
442,8d3eb7cc-4f1f-4dbb-9f7a-ca94bb249882,47,46703,46703,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""EE510FA8D2C9"", ""layer"": ""1"", ""uniqueid"": ""46703""}",56
443,f1b23dfe-4c81-4d7e-ad7a-7348676310e6,47,49821,49821,sda tag,[],1,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""D7EEC20B4DAF"", ""layer"": ""1"", ""uniqueid"": ""49821""}",56
444,d4dc12d3-d0b2-4b8a-8a30-32c55f19b6de,47,44958,44958,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""0CA685F22492"", ""layer"": ""1"", ""uniqueid"": ""44958""}",56
445,b66d0e55-0df4-47e2-9638-daa63fc157c1,47,36971,36971,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""F08F6175511D"", ""layer"": ""1"", ""uniqueid"": ""36971""}",56
446,22eb8851-b10b-459d-8861-b42cee65412e,47,8320,8320,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""202DD968DEA6"", ""layer"": ""1"", ""uniqueid"": ""8320""}",56
447,0670898f-1fbb-43ac-8f7f-94d6914dd1d4,47,5718,5718,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""05ECA15250AC"", ""layer"": ""1"", ""uniqueid"": ""5718""}",56
448,231e4979-21d6-4e98-a12e-76d97761444b,47,35994,35994,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""2"", ""mac"": ""711E17548A57"", ""layer"": ""1"", ""uniqueid"": ""35994""}",56
449,af3faee9-fd63-4012-8b4c-c670521727c6,47,60353,60353,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""3"", ""mac"": ""C04CD593FA55"", ""layer"": ""2"", ""uniqueid"": ""60353""}",56
450,8b2d8959-33d0-4528-a1bb-9667a1babc20,47,10959,10959,sda tag,[],0,2021-03-25 17:18:30,2021-04-29 12:02:58,"{""box"": ""3"", ""mac"": ""7C434A8A18AC"", ""layer"": ""2"", ""uniqueid"": ""10959""}",56
