id,uuid,entity_id,device_id,is_active,created_at,updated_at,tenant_id
891,374faade-5e67-401a-83fd-02370ff2806a,959,699,0,2021-03-29 19:38:43,2021-04-19 15:04:43,56
892,e7b8abd5-7caa-470d-8ae5-642fcfcdd330,694,388,0,2021-03-29 19:38:55,2021-04-19 15:30:53,56
893,4987963b-7709-4024-b4ae-ba4fb34b41a8,1132,391,0,2021-03-29 19:39:06,2021-04-18 03:00:35,56
894,08ae28d9-e972-4b40-8925-30cd12e73292,980,381,0,2021-03-29 19:39:35,2021-04-19 15:01:50,56
895,b8a87a31-68f4-4983-b468-9a033b5fe0c8,1716,719,0,2021-03-29 19:39:50,2021-04-19 15:07:25,56
896,b277fed4-1d8e-4f0f-8835-f55d52e8f791,1309,739,0,2021-03-29 19:40:06,2021-04-19 14:39:24,56
897,ec53f14e-add2-4210-90d5-6383d41a9da4,1595,729,0,2021-03-29 19:40:19,2021-04-19 14:36:24,56
898,da305f54-6b34-4a64-90cd-bd7fd414b689,1296,709,0,2021-03-29 19:40:26,2021-04-16 02:19:41,56
899,2335a6ba-eec4-44eb-8f44-e2c804a71746,834,349,0,2021-03-29 19:40:40,2021-04-19 15:00:25,56
900,eec35447-6fd0-4a4b-b2fe-da85d3db62ee,1746,709,0,2021-03-29 19:41:06,2021-04-17 15:38:56,56
901,b7c5fcb2-ddf1-4975-aea8-a5ddfe4b5c60,1021,728,0,2021-03-29 19:41:22,2021-04-18 02:20:39,56
902,0b8aabf4-c708-4ba9-a5c6-970b68d94251,993,703,0,2021-03-29 19:41:37,2021-04-19 18:16:10,56
903,4b5d5fd0-1d5e-4361-9bea-d88cd9f2065b,1968,359,0,2021-03-29 19:41:46,2021-04-19 14:21:19,56
904,2572f26a-3648-4e95-b40f-5a259fc89af2,1117,738,0,2021-03-29 19:42:00,2021-04-19 15:30:53,56
905,6e5f48cd-ec72-4055-a4c4-c7d65c54f30e,936,745,0,2021-03-29 19:42:12,2021-04-19 15:31:31,56
906,4901c9ba-ed41-488a-a1a2-5b1b39771b41,1131,383,0,2021-03-29 19:42:22,2021-04-19 14:57:53,56
907,15000608-3c73-499b-9709-04601564bb27,1007,708,0,2021-03-29 19:42:33,2021-04-19 15:20:45,56
908,5bc770b3-0126-4ee2-b651-fe3aaf49a352,991,389,0,2021-03-29 19:42:40,2021-04-19 14:52:28,56
909,9a55130f-8413-4433-8e86-2ef28b71d142,1794,746,0,2021-03-29 19:42:47,2021-04-19 14:49:18,56
910,64dc60fd-6030-4f9e-b3fc-fef3d3c5c412,1040,358,0,2021-03-29 19:43:02,2021-04-19 15:03:20,56
911,c810cc7d-279f-4b15-a53b-c480fdb55eb2,1015,364,0,2021-03-29 19:43:14,2021-04-18 02:23:13,56
912,1488e279-88c0-4bd2-838d-d96ef0b1bd8e,1154,727,0,2021-03-29 19:43:21,2021-04-18 02:04:54,56
913,d70c8ba5-df05-41f7-b774-4bd20c4f2cc9,1109,717,0,2021-03-29 19:43:39,2021-04-18 02:10:16,56
914,d20db209-3c1b-410c-8fb6-8f700d80e513,1053,748,0,2021-03-29 19:43:47,2021-04-17 14:30:13,56
915,dd73eebe-b38d-4462-a040-92e7ac1f74b8,952,737,0,2021-03-29 19:43:54,2021-04-17 15:19:46,56
916,224e56b0-b420-432c-ac12-79917b1e9fb0,1443,360,0,2021-03-29 19:44:15,2021-04-19 15:06:57,56
917,fef037b3-b1cd-4cd2-bf4f-d8a0a91e0ba7,945,390,0,2021-03-29 19:44:22,2021-04-19 14:48:42,56
918,a01b1e82-0642-47a6-b3ea-9422349ea435,1130,743,0,2021-03-29 19:44:31,2021-04-18 02:30:23,56
919,66f2f4f9-8a09-4070-8cbb-52b8ebbf6fda,701,352,0,2021-03-29 19:44:40,2021-04-17 14:25:07,56
920,40d1aafb-1da2-44af-b06a-159662f64e73,1366,716,0,2021-03-29 19:44:55,2021-04-19 15:25:29,56
921,f083a0de-7094-436b-9176-94b7309bf234,1095,350,0,2021-03-29 19:45:03,2021-04-19 15:34:16,56
922,4d0cc7bb-e47e-4f7e-aacd-bf09379500bc,1099,726,0,2021-03-29 19:45:12,2021-04-19 15:30:20,56
923,b87532b7-5204-4ec1-bcca-99186b30446d,1360,736,0,2021-03-29 19:45:24,2021-04-19 14:41:30,56
924,368ab58d-0412-4df0-9788-8fd93f5a73d6,1157,747,0,2021-03-29 19:45:36,2021-04-19 14:54:40,56
925,89643249-8763-4707-b3d6-2d5e76fad36a,1364,351,0,2021-03-29 19:45:48,2021-04-19 14:41:39,56
926,f5a8fe97-5506-4456-abf3-349455e223d2,1163,361,0,2021-03-29 19:45:58,2021-04-19 15:05:29,56
927,a56a3dbc-2c5b-4b6d-9e14-4db79862b507,1106,724,0,2021-03-29 19:46:10,2021-04-19 15:02:01,56
928,e7041b85-ce02-494d-841c-ba987bf4a402,1617,706,0,2021-03-29 19:46:25,2021-04-18 14:56:50,56
929,81c995de-9634-48ed-a186-46cf0f0afdb9,1359,380,0,2021-03-29 19:46:37,2021-04-19 03:01:17,56
930,7e5f1103-65cb-4dd0-8dd3-b58bec4c7e35,1086,742,0,2021-03-29 19:46:45,2021-04-19 14:37:03,56
931,0828165e-b1e2-4b83-85e4-976aad78ada6,1169,733,0,2021-03-29 19:46:54,2021-04-19 15:14:16,56
932,4c455d22-b409-4888-b90f-55e8be49e93a,1537,715,0,2021-03-29 19:47:04,2021-04-19 15:02:31,56
933,b5025e27-dacd-4935-affd-62f6ac3c49e2,1268,744,0,2021-03-29 19:47:11,2021-04-19 02:00:40,56
934,6857ba78-0cd5-4da6-9a66-401654e93f01,1297,372,0,2021-03-29 19:47:22,2021-04-18 14:48:40,56
935,90e539e8-cae4-481a-b005-ef7a52b0d578,1460,392,0,2021-03-29 19:47:39,2021-04-19 15:14:16,56
936,bae7f5b0-1b6b-44d5-a870-86ee16bed1d3,1113,705,0,2021-03-29 19:47:49,2021-04-18 14:29:22,56
937,33f9c411-3ccf-438f-aad3-c80d7e06709d,1001,735,0,2021-03-29 19:47:55,2021-04-19 15:32:44,56
938,5fad300e-dfe7-4bdd-aab2-53e890e2d255,846,382,0,2021-03-29 19:48:02,2021-04-19 14:21:33,56
939,f99b5be4-1587-4423-a55d-4f75748df59d,1928,393,0,2021-03-29 19:48:08,2021-04-19 16:28:07,56
940,c172155f-94c6-403c-9591-4b6cc3b213ac,1743,373,0,2021-03-29 19:48:21,2021-04-19 15:25:51,56
941,dfc8e581-a051-4865-ad91-4084cfb88a73,1721,734,0,2021-03-29 19:48:28,2021-04-18 14:33:10,56
942,2c96e518-b37e-44c7-8c3d-636d51477b89,865,707,0,2021-03-29 19:48:38,2021-04-19 14:56:54,56
943,fa54347c-2402-4e4d-aec6-fab0d5e2eb18,869,704,0,2021-03-29 19:48:55,2021-04-19 04:01:07,56
944,edb95ba6-12fb-48d9-8164-e908b449d2da,997,363,0,2021-03-29 19:49:05,2021-04-19 04:57:05,56
945,f4966cf5-3eeb-4c66-9f10-a4b318ec3a3d,1014,702,0,2021-03-29 19:49:16,2021-04-19 02:59:08,56
946,0facd640-b54d-4d41-af3d-abece337e161,845,718,0,2021-03-29 19:49:25,2021-04-19 03:01:45,56
947,66d86aed-451e-4bba-aee3-936580ab9c2d,883,370,0,2021-03-29 19:49:36,2021-04-19 15:09:45,56
948,1cc0338d-76a9-44db-b5ac-63523da3b0fd,1027,353,0,2021-03-29 19:49:51,2021-04-18 02:05:26,56
949,da1c3e7e-3e3c-40e3-baa3-d9de9e330d9b,976,795,0,2021-03-29 19:50:07,2021-04-14 14:24:15,56
950,6c83fb8e-62b3-48ae-81b9-bd05403df593,1803,481,0,2021-03-29 19:50:17,2021-04-13 15:30:41,56
951,453cd151-8cff-46c6-baa2-3cd1ef4e3161,1020,416,0,2021-03-29 19:50:31,2021-04-19 15:02:33,56
952,b4b8a518-ee39-4668-a3af-f7919f14fa80,879,780,0,2021-03-29 19:50:44,2021-04-19 16:00:01,56
953,d3bda671-3330-4cac-9678-a8ca5eff7860,1869,650,0,2021-03-29 19:50:57,2021-04-16 14:59:17,56
954,dde9f52b-791e-43aa-ab78-6f6c92b7cfac,863,756,0,2021-03-29 19:51:09,2021-04-19 14:54:40,56
955,68067b62-59b7-45ba-96b5-f794285115ff,815,765,0,2021-03-29 19:51:27,2021-04-19 14:55:30,56
956,d9e20564-dd14-4cb5-bf30-f137d45e46f1,1460,417,0,2021-03-29 19:51:37,2021-04-19 15:14:16,56
957,5baab183-7d79-4da5-b33b-12f2b256973a,1617,778,0,2021-03-29 19:51:52,2021-04-18 14:56:50,56
958,a68de0bf-85ce-4e75-bbc6-44b86c0dac74,1438,406,0,2021-03-29 19:52:03,2021-04-19 15:25:45,56
959,c95acf12-bb0a-4cda-9cd6-8c3c171bac02,907,757,0,2021-03-29 19:52:14,2021-04-19 14:57:48,56
960,75217a2b-6b4e-4393-ba4b-f7a41e7e7eb0,1528,655,0,2021-03-29 19:52:24,2021-04-17 02:11:12,56
961,a48be287-b257-4745-b374-78aa19fd4e82,778,410,0,2021-03-29 19:52:32,2021-04-19 04:01:15,56
962,8b0104d4-660a-45cc-b836-290af25a0e9e,1766,768,0,2021-03-29 19:53:05,2021-04-17 15:44:26,56
963,90755a6e-ca12-4ae8-b684-87ca65646b69,1817,462,0,2021-03-29 19:53:15,2021-04-19 15:06:57,56
964,04548703-ae02-4920-a125-d2a2c1e86b3e,859,798,0,2021-03-29 19:53:21,2021-04-19 04:08:04,56
965,14918b5a-9664-45ed-a8ff-626766ae16ba,1137,493,0,2021-03-29 19:53:31,2021-04-19 14:45:46,56
966,4d5fb685-ac38-452f-a994-413878c630c9,986,775,0,2021-03-29 19:53:40,2021-04-19 15:51:13,56
967,4ae34351-cd55-4e02-9595-a0264e88455b,1009,673,0,2021-03-29 19:53:49,2021-04-19 14:59:34,56
968,202a3f01-50c7-40e8-b45d-7a02025dc78d,1181,659,0,2021-03-29 19:53:57,2021-04-19 14:54:56,56
969,e22bd4ce-bec7-4a9a-b2e5-14634d6fe3f3,985,662,0,2021-03-29 19:54:08,2021-04-18 02:57:36,56
970,5800eb0c-28c1-4277-8f85-be208c559ec0,781,776,0,2021-03-29 19:54:17,2021-04-19 17:24:16,56
971,16d3479b-4841-4a52-8f1c-97fa85241fee,1158,431,0,2021-03-29 19:54:30,2021-04-19 15:03:42,56
972,bf1cd3b5-7ec9-44d3-aa57-5f3781195d3d,1129,764,0,2021-03-29 19:54:43,2021-04-19 02:25:41,56
973,39fc1991-8c88-43de-a344-d93e01eebea3,1008,779,0,2021-03-29 19:54:51,2021-04-19 15:25:35,56
974,ea1fc6aa-a935-4517-9379-dcaf1bc30568,1150,656,0,2021-03-29 19:54:59,2021-04-18 02:08:14,56
975,1a5344b8-6a1a-4129-9a8d-0ba544b9e45a,1839,786,0,2021-03-29 19:55:17,2021-04-18 02:10:18,56
976,9b25ee87-1561-445c-86be-057a5c07604d,1356,482,0,2021-03-29 19:55:33,2021-04-17 01:42:56,56
977,c589d562-b930-4801-82b0-11bd64bab567,987,652,0,2021-03-29 19:55:59,2021-04-18 04:45:37,56
978,b81a59b8-9f5b-423c-a195-783e7ddc83d5,998,763,0,2021-03-29 19:56:13,2021-04-19 14:20:20,56
979,60da6091-202c-4779-ad6b-61aaeca77dcf,1534,797,0,2021-03-29 19:56:26,2021-04-16 16:07:04,56
980,170c2029-595b-4650-9c77-61f4876ec4e1,960,433,0,2021-03-29 19:56:42,2021-04-17 02:48:57,56
981,0b3cec77-69a8-43bf-aaef-a2488572118b,1801,754,0,2021-03-29 19:57:00,2021-04-19 15:24:08,56
982,08d3e4c0-75e4-4d5f-92c7-2f38f1698161,1363,442,0,2021-03-29 19:57:29,2021-04-17 04:17:16,56
983,16601fc4-99d6-4d64-8a45-fe88a498ba4a,951,415,0,2021-03-29 19:57:46,2021-04-17 14:24:24,56
984,8122245d-7643-4735-89ea-3e717f24e6bb,1673,758,0,2021-03-29 19:58:39,2021-04-17 16:03:15,56
985,36fbbde1-4f8f-4e11-8ebe-b39487a99efb,1624,767,0,2021-03-29 19:59:05,2021-04-19 02:25:57,56
986,9023a1f4-b32b-4aee-8de6-fd1c634df77b,1782,690,0,2021-03-29 19:59:18,2021-04-17 01:42:39,56
987,3f482d6e-520a-421c-9523-c7ba2f4ed138,1986,789,0,2021-03-29 19:59:30,2021-04-19 14:57:38,56
988,59a8b352-9574-4447-98c4-6ec95340dfef,981,759,0,2021-03-29 19:59:43,2021-04-19 15:08:43,56
989,b1ce73ec-4c02-41ec-9bf4-a9b2a2b3dc79,1965,791,0,2021-03-29 19:59:52,2021-04-19 14:55:55,56
990,15518652-c526-4daf-980a-274b8bb22e00,1422,392,0,2021-03-29 20:00:18,2021-04-19 15:08:05,56
991,b073debd-5b39-4bb8-bbf6-e60b05f902b3,1590,706,0,2021-03-29 20:00:24,2021-04-18 03:02:30,56
992,2582eb0c-d4d7-495e-ab41-93445253999a,1631,792,0,2021-03-29 20:00:36,2021-04-19 14:56:33,56
993,735d645f-79b4-4fc0-85ab-41382875d3d7,1463,766,0,2021-03-29 20:00:49,2021-04-19 15:03:14,56
994,ef59892f-408d-4ed6-b66e-0dfa3b90c510,1156,450,0,2021-03-29 20:00:58,2021-04-19 15:01:57,56
995,6e5bdb4c-639b-46c2-9f73-fd6e6d932873,1155,492,0,2021-03-29 20:01:05,2021-04-19 15:09:21,56
996,b123f775-0edd-4267-811d-30a39bc696a9,1738,404,1,2021-03-29 20:01:17,2021-04-19 15:03:49,56
997,78cebb7b-e50f-447a-aad5-d2495e49589d,1564,785,0,2021-03-29 20:01:46,2021-04-19 14:55:37,56
998,b58a7aec-d19f-40b0-ae5a-dbcdefc7921c,1010,784,0,2021-03-29 20:01:52,2021-04-19 15:20:45,56
999,03002976-0685-4256-acbf-87ccdd5d84a9,1526,769,0,2021-03-29 20:02:05,2021-04-18 02:33:24,56
1000,3477a721-69cf-4ee9-b1ae-13975e76dbc4,1744,750,0,2021-03-29 20:02:16,2021-04-17 16:04:49,56
1001,13fed246-bc65-45bc-9947-cffc260855c0,1468,667,0,2021-03-29 20:02:26,2021-04-19 15:09:05,56
1002,ffd60e9f-b6a3-483d-a8eb-f5075502bd56,1432,783,0,2021-03-29 20:02:34,2021-04-19 14:54:12,56
1003,72523cd1-9987-4339-9129-282af2f9676e,1483,668,0,2021-03-29 20:02:40,2021-04-17 02:43:36,56
1004,564ef0bc-92f4-4af6-8e97-e8dfee86b2ac,1452,443,1,2021-03-29 20:02:46,2021-04-19 14:54:33,56
1005,4856dd78-bb37-48c8-b7d7-91c17bb41491,1807,782,0,2021-03-29 20:02:59,2021-04-19 14:52:15,56
1006,c4322bfb-e62e-4a45-bf12-6ae7cadd3515,1611,666,0,2021-03-29 20:03:08,2021-04-19 14:41:20,56
1007,087cc66e-cc6f-4e5c-9b42-6f5a86cbd2e0,1627,464,0,2021-03-29 20:03:19,2021-04-19 14:21:33,56
1008,549c490e-0065-41be-9cfa-f4c7ed4cb964,1617,760,0,2021-03-29 20:03:25,2021-04-19 15:25:45,56
1009,bb4d0413-30dc-4fcd-ab14-a6ee24410ee0,1808,440,0,2021-03-29 20:03:38,2021-04-19 14:53:10,56
1010,4fc5efc4-1e9a-4e15-985d-17e58177d51e,1628,660,0,2021-03-29 20:03:44,2021-04-19 14:46:29,56
1011,d29ed6bb-ffba-4f9f-ba33-8627ef16f89f,1623,664,0,2021-03-29 20:03:51,2021-04-19 14:39:56,56
1012,8637bad2-2f5d-4055-a206-f00c3959a499,1816,654,0,2021-03-29 20:04:03,2021-04-19 15:09:45,56
1013,9753b1c9-c607-49d3-b011-939befc91ab9,1596,453,0,2021-03-29 20:04:11,2021-04-19 15:20:14,56
1014,5b28d152-a9cd-480d-b7e7-79d715a5a2b7,1202,781,0,2021-03-29 20:04:24,2021-04-09 15:05:32,56
1015,c5fe95f2-9cfa-483a-b182-9baee79e0f46,1832,755,0,2021-03-29 20:04:37,2021-04-18 02:15:14,56
1016,41de9a5f-9dce-4abc-a799-3cfd023d8263,1833,411,0,2021-03-29 20:04:42,2021-04-15 14:45:35,56
1017,c5920b7a-4ddd-4a98-8c92-a51108911bed,1834,483,0,2021-03-29 20:04:54,2021-04-19 16:39:32,56
1018,2a919ee3-61c4-4ec2-a7a3-c59c3e62ab9b,1964,770,0,2021-03-29 20:05:01,2021-04-19 14:45:46,56
1019,a93a6bef-ce88-4089-8fb0-f26c3347e1b4,1203,405,0,2021-03-29 20:05:08,2021-04-19 14:54:12,56
1020,f41cc134-e8c2-49f1-ac45-7119df67feaf,1529,751,0,2021-03-29 20:05:13,2021-04-19 15:00:25,56
1021,c0c801d7-49f6-4fbf-92bf-d8e513d37646,1661,472,0,2021-03-29 20:05:32,2021-04-19 15:03:42,56
1022,f56ddde4-8dbe-49da-9a70-be880887d435,1935,653,0,2021-03-29 20:05:37,2021-04-19 14:39:56,56
1023,39cc8366-d37a-4a0a-898f-605d504a7f91,1416,790,0,2021-03-29 20:05:49,2021-04-19 14:54:50,56
1024,97e8cfca-799d-48f1-9dd3-a27cb6375167,1947,688,0,2021-03-29 20:06:01,2021-04-18 14:30:52,56
1025,0150372a-100e-437a-9549-b20242714495,1151,793,0,2021-03-29 20:06:08,2021-04-19 15:06:03,56
1026,6b1bfeea-f69c-44a9-b145-e5359a45217e,1949,753,0,2021-03-29 20:06:27,2021-04-19 15:04:10,56
1027,932b483f-75c2-4643-813e-b8c78e20c2e4,1525,796,0,2021-03-29 20:06:34,2021-04-19 14:54:56,56
1028,8bcf9193-0387-4c39-b3e1-15468281b229,1152,762,0,2021-03-29 20:06:40,2021-04-19 15:02:01,56
1029,81564f4d-67c2-4c84-bb7b-17d09d649813,1126,787,0,2021-03-29 20:06:52,2021-04-19 18:50:01,56
1030,465593bb-1aae-4bb0-bfe6-b2157b474bd2,1774,412,0,2021-03-29 20:07:05,2021-04-19 15:16:23,56
1031,e4d98495-b8b0-4152-a33e-06b8e80b725c,1747,663,0,2021-03-29 20:07:12,2021-04-19 15:06:37,56
1032,7e834284-4e49-463a-a174-5ed43cfde948,1841,689,0,2021-03-29 20:07:18,2021-04-19 14:56:54,56
1033,fe5c3c04-df0e-46cd-ac21-11a5f123e3d2,1474,698,0,2021-03-29 20:07:23,2021-04-19 14:58:42,56
1034,b9e359bc-d301-4fc1-a04e-c3884c6b4312,1147,761,0,2021-03-29 20:07:29,2021-04-19 15:07:25,56
1035,1fdfd29e-b9da-4de8-a4c2-86873209491d,1776,777,0,2021-03-29 20:07:41,2021-04-19 15:23:53,56
1036,191f8589-6a37-42c8-a727-c1a26fa0de74,1146,661,0,2021-03-29 20:07:47,2021-04-15 01:38:56,56
1037,36ccb4e5-8bf7-474c-a512-f79f11099603,1294,436,0,2021-03-29 20:07:55,2021-04-19 16:00:01,56
1038,a51df177-6a54-453e-b534-bb6211e89712,1412,437,0,2021-03-29 20:08:02,2021-04-19 16:38:54,56
1039,2e02887c-d7ac-42b2-b377-883d47be6b5a,823,773,0,2021-03-29 20:08:08,2021-04-19 15:09:58,56
1040,686ae99e-8ced-4ec6-8bd6-829d8f4d826e,885,402,0,2021-03-29 20:08:17,2021-04-19 15:04:30,56
1041,b6938854-fd42-45ef-8cde-e0fdda87d8c0,814,794,0,2021-03-29 20:08:23,2021-04-19 02:59:58,56
1042,c4b9ac01-7422-46c7-942d-fb76631cbff1,777,496,0,2021-03-29 20:08:29,2021-04-17 02:11:15,56
1043,3b02421d-3ae1-4d2c-a826-01fb0d15f8d6,1417,749,0,2021-03-29 20:08:36,2021-04-19 14:55:30,56
1044,995e6ff2-1bea-4b40-b945-1be1af9d271f,961,788,0,2021-03-29 20:09:01,2021-04-16 15:13:42,56
1045,bda36414-0c3c-4720-80ed-bd6b9b6714eb,1970,428,0,2021-03-29 20:09:15,2021-04-18 02:04:23,56
1046,8b54c5d1-7386-4256-a54c-05b4128b40a0,1455,771,0,2021-03-29 20:09:25,2021-04-19 15:17:38,56
1047,e7e179d1-b005-4b6d-aa49-08751be416ab,1808,774,0,2021-03-29 20:09:44,2021-04-19 14:53:10,56
